Species,Geolocation,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual,2022 Quarter 1,2022 Quarter 2,2022 Quarter 3,2022 Quarter 4,2022 Annual,2023 Quarter 1,2023 Quarter 2,2023 Quarter 3,2023 Quarter 4,2023 Annual,2024 Quarter 1,2024 Quarter 2,2024 Quarter 3,2024 Quarter 4,2024 Annual
Chicken eggs,..Region II (Cagayan Valley),1912,2463,2280,1841,8496,2007,1962,2123,2100,8192,1973.97,2139.91,2481.97,2288.33,8884.18,2438,2443,2707,2655,10243,2947,3089,2861,2924,11821,2971,2926,2958,3096,11951,3114,3181,2940,3070,12305,3165,3418,3177,3227,12987,3366,3679,3599,3687,14331,3763,3795,3652,3577,14787,3669.48,3615.92,3472.51,3437.9,14195.81,3846.35,3954.02,3935.82,3522.44,15258.63,4369.44,4111.17,3714.09,3540.63,15735.32,3871.21,4106.25,3603.01,3259.54,14840,3728.53,4124.81,4364.36,4546.21,16763.92
Chicken eggs,..Region III (Central Luzon),18033,18419,19237,19834,75523,19893,18044.16,18925.86,20246.67,77109.69,21172.22,19840.03,19526,20347.51,80885.75,22812,21330,20327,21960,86429,24010,21043,19018,24232,88303,27295,21803,19210,22817,91125,25098,22311,22932,23223,93564,27133,23330,25148,26548,102159,27533,24950,26523,26232,105238,28090,28883,30674,30535,118182,30055.35,28587.42,33882.4,29741.9,122267.07,31748.99,33727.4,35969.85,34854.76,136301,36678.62,38222.29,33965.82,32864.65,141731.38,33816.86,33342.5,34105.27,35042.39,136307.02,34541.56,35075.02,32338.17,40188.31,142143.05
Chicken eggs,..Region IV-A (CALABARZON),26838,29140,28041,28077,112096,28065,30926,30342,31543,120876,32760.36,33624.61,32514,30878,129776.96,32140,33003,32646,30918,128707,32300,31169,28242,28931,120642,31813,31818,35211,35120,133962,36036,36839,35380,32019,140274,34189,37517,37075,36236,145017,39332,38370,40037,38578,156317,43857,41395,43213,46474,174939,45038.37,46326.67,47434.55,45947.28,184746.87,49352.45,56108.02,50400.83,53968.47,209829.77,55397.08,63480.52,54618.64,50925.81,224422.05,57708.79,59862.52,58532.72,57023.6,233127.63,57328.24,61168.94,62059.55,56217.86,236774.58
Chicken eggs,..MIMAROPA Region,1076,934,1051,1203,4264,1060,980,1084,1220,4344,1082,984.27,1056,1248,4370.27,1064,981,1032,1255,4332,1078,1038,1130,1491,4737,1278,1247,1347,1736,5608,1244,1269,1274,1614,5401,1157,1479,1410,1585,5631,1356,1514,2090,1652,6612,1577,1736,1882,1747,6942,1867.86,1731.85,2028.56,1809.64,7437.91,1593.5,2314.1,2419.75,2149.24,8476.6,1924.24,2455.66,2403.33,2495.65,9278.88,2249.21,2623.69,2649.58,2661.45,10183.93,2171.13,2475.98,2619.98,2665.04,9932.12
Chicken eggs,..Region V (Bicol Region),4586,4350,3590,3668,16194,4841,4442,3508,3863,16654,4849.83,4989.86,3966,3714,17519.69,5056,5399,4600,3792,18847,4335,4698,4457,3387,16877,3770,3334,3839,2893,13836,3494,3279,3371,3237,13381,3405,3247,3127,3011,12790,3554,3438,3251,3191,13434,3523,3698,3575,4040,14836,3755.64,3662.88,3660.25,3777.44,14856.21,3373.5,3819.14,4224.48,3682.21,15099.32,3418.36,4029.46,3915.59,3712.73,15076.14,3626.34,4627.26,4310.82,4432.3,16996.72,4241.87,4769.42,5649.89,4699.01,19360.19
Chicken eggs,..Region VI (Western Visayas),6741,6995,6770,7335,27841,7335,7283,7650,7830,30098,7621,7792.23,7834,8129,31376.23,7894,8514,9014,8136,33558,7698,7385,7719,8386,31188,8185,7604,7913,8473,32175,8451,7188,7533,8599,31771,8471,7252,7504,7728,30955,8042,8613,8602,9094,34351,8573,8820,9233,9313,35939,9055.8,8959.74,9400.9,9600.3,37016.74,9008.92,8908.1,9038.36,9586.39,36541.77,9710.95,9291.59,9336.29,8749.54,37088.37,9516.03,9708.72,10546.17,10244.19,40015.13,10986.51,11059.06,11974.06,11810.45,45830.08
Chicken eggs,..Region VII (Central Visayas),10115,9529,9664,9811,39119,9988,10140,10052,9975,40155,10439,10359.58,11196.39,9636,41630.97,10278,11506,10529,6287,38600,7312,7679,8845,9577,33413,10075,9775,10325,11473,41648,11978,11044,11586,11696,46304,12329,11536,12254,12449,48568,12988,12261,13021,13869,52139,13384,12855,14039,13585,53863,13461.11,13698.61,13447.02,14574.25,55180.99,14857.64,16487.92,18432.94,19657.59,69436.08,21554.54,21246.75,19138.24,19507.02,81446.55,20050.35,19971.35,18959.92,20218.86,79200.48,19548.09,23390.38,21636.35,24546.63,89121.46
Chicken eggs,..Region VIII (Eastern Visayas),1121,723,1074,455,3373,1075,619,1416,468,3578,759,638.19,1188.2,515,3100.39,659,587,1139,464,2849,431,386,937,461,2215,442,488,809,639,2378,560,509,723,717,2509,625,571,965,953,3114,904,1012,1124,1213,4253,1036,1110,1080,1321,4547,1263.32,1366.61,1539.05,1671.82,5840.8,1246.59,1485.15,1394.63,1580.47,5706.84,1530.41,1810.68,2073.03,1893.48,7307.6,2119.69,1457.72,1873.74,3270.03,8721.18,3776.56,3856.29,4687.32,5215.5,17535.67
Chicken eggs,..Region IX (Zamboanga Peninsula),2822,1978,2350,2534,9684,2676,2108,2352,2316,9452,2426,2119.16,1939.5,2115,8599.66,2557,2263,2001,1260,8081,2461,2378,2479,1658,8976,2642,2556,2725,2607,10530,2884,2421,2828,2922,11055,3210,2896,3133,3242,12481,2870,2962,3741,3946,13519,3669,4006,4064,4446,16185,4261.09,3987.01,4358.52,4275.83,16882.45,3726.27,4645.2,4434.23,4717.93,17523.62,3510.41,4534.94,4569.87,4639.79,17255.01,3209.73,4648.88,4474.31,4241.65,16574.56,4553.73,5162.74,4838.9,4710.84,19266.22
Chicken eggs,..Region X -(Northern Mindanao),7628,9704,7122,10080,34534,8321,9817,7255,11239,36632,8633,10268.47,7503,11493,37897.47,8771,11215,7828,12016,39830,9022,11562,7927,12294,40805,9063,11876,8193,12709,41841,9831,12033,8236,12984,43084,10512,12283,9437,13481,45713,10959,13081,9602,14146,47788,11486,13196,9976,14546,49204,11859.43,13837.54,10904.6,15491.81,52093.38,10206.88,12841.22,13614.27,17317.88,53980.25,10200.09,12383.78,17921.63,19158.52,59664.01,13805.91,15939.5,20136.14,21885.78,71767.33,13849.51,19088.32,19303.27,23313.16,75554.26
Chicken eggs,..Region XI (Davao Region),5107,6226,5321,4810,21464,5755,6264,4961,5275,22255,5969,5626.11,5785,5453,22833.11,6149,5601,5950,5609,23309,6084,5753,6113,6113,24063,6200,6164,6384,6071,24819,6294,6118,6517,6566,25495,6784,6727,6249,6647,26407,5834,6314,7116,6859,26123,8364,7077,8185,8025,31651,7909.24,7416.24,7610.05,7198.12,30133.65,7311.14,7692.12,7371.88,7421.39,29796.53,6304.03,7383.01,8367.53,9094.45,31149.03,7607.03,7632.6,8412.36,9156.13,32808.12,7585.39,7839.53,8821.58,9066.19,33312.7
Chicken eggs,..Region XII (SOCCSKSARGEN),1967,1963,2553,2491,8974,2215,2071,2677,2361,9324,2248,2067.01,2607,2271,9193.01,2198,2045,2642,2224,9109,2239,2082,2461,2225,9007,2074,1887,2396,2112,8469,2127,2279,3489,2966,10861,4321,4718,4829,4921,18789,5783,6756,6482,6825,25846,6402,6723,6945,7075,27145,7124.2,6328.37,6513.53,7046.56,27012.66,6627.58,6506.68,6173.6,6538.1,25845.96,6881.05,7190.75,6782.42,7272.18,28126.4,8233.1,8704.13,8261.43,7969.99,33168.65,8515.62,10650.27,8780.16,8608.33,36554.38
Chicken eggs,..Region XIII (Caraga),461,617,541,706,2325,464,580,559,704,2307,542,639.2,575.62,744,2500.82,582,842,838,960,3222,816,1037,922,1277,4052,979,1217,1195.06,1424,4815.06,1162,1225,1192,1179,4758,1047,1249,1222,1316,4834,1672,1897,1951,2654,8174,1685,1740,2230,2362,8017,1827.52,2163.1,2491.53,2008.05,8490.2,1696.04,2086.16,2277.43,2708.14,8767.77,2338.55,2638.95,2832.47,3103.04,10913,2821.68,2356.59,2292.46,2394.58,9865.31,2373.06,2707.01,2505.21,2796.48,10381.77
Chicken eggs,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1054,896,1033,807,3790,778,879,1011,495,3163,785,1024.29,1014.79,549,3373.08,410,954,1094,1047,3505,438,936,1069,1033,3476,798,910,945,1047,3700,751,835,899,886,3371,707,844,901,847,3299,682,818,891,865,3256,702,695,908,1042,3347,796.16,733.7,916.81,1346.93,3793.6,787.06,763.16,847.09,937.52,3334.82,814.01,513.9,785.32,938.31,3051.54,798.19,493.55,844.9,993.04,3129.69,839.54,512.59,881.08,1029.03,3262.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,
